Text,ASR Text,Matched Text,VAC_WER,ASR_WER,Duration,Path
"Այնուամենայնիվ, նա կնոջը ոչինչ չի ասում՝ վախենալով նրա կատաղի բնավորությունից։","Այնուամենայնիվ, նա կնոջը ոչինչ չի ասում՝ վախենալով նրա կատաղի բնավորությունից։","Այնուամենայնիվ, նա կնոջը ոչինչ չի ասում՝ վախենալով նրա կատաղի բնավորությունից։",0.0,0.0,6.804,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545781.wav
Եղել է իր ժամանակի զարգացած և բեղմնավոր գրիչ ունեցող անձնավորություններից մեկը։,Եղել է իր ժամանակի զարգացած և բեղմնավոր գրիչ ունեցող անձնավորություններից մեկը։,Եղել է իր ժամանակի զարգացած և բեղմնավոր գրիչ ունեցող անձնավորություններից մեկը։,0.0,0.091,6.84,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545841.wav
Որպես մանկավարժական ժանր քերականական պոեմը ավելի ուշ զարգացավ։,Որպես մանկավարժական ժանր քերականական պոեմը ավելի ուշ զարգացավ։,Որպես մանկավարժական ժանր քերականական պոեմը ավելի ուշ զարգացավ։,0.0,0.0,6.12,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545842.wav
"Դպրոցը ունեցած է գրադարան, երգչախումբ, պարախումբ, կազմակերպուած են թատերական ներկայացումներ։","Դպրոցը ունեցած է գրադարան, երգչախումբ, պարախումբ, կազմակերպուած են թատերական ներկայացումներ։","Դպրոցը ունեցած է գրադարան, երգչախումբ, պարախումբ, կազմակերպուած են թատերական ներկայացումներ։",0.0,0.0,7.812,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545846.wav
"Նրա սիրելի թեմաներն են ծաղիկները, ամպերը, կանայք ու երեխաները։","Նրա սիրելի թեմաներն են ծաղիկները, ամպերը, կանայք ու երեխաները։","Նրա սիրելի թեմաներն են ծաղիկները, ամպերը, կանայք ու երեխաները։",0.0,0.0,6.192,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545847.wav
Վինոգրադովի հետազոտություններն ունեն լայն ընդգրկում՝ կենսաերկրաքիմիայից մինչև տիեզերաքիմիա։,Բինոգրադովի հետազոտություններն ունեն լայն ընդգրկում կենսաերկրաքիմիայից մինչև տիեզերաքիմիա։,Վինոգրադովի հետազոտություններն ունեն լայն ընդգրկում՝ կենսաերկրաքիմիայից մինչև տիեզերաքիմիա։,0.0,0.375,7.344,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545850.wav
Փաստաթղթի կազմման պատճառը ամերիկյան հասարակության մեջ նշանաբանի կարևորության կորուստն էր։,Փաստաթղթի կազման պատճառը ամերիկյան հասարակության մեջ նշանաբանի կարևորության կորուստն էր։,Փաստաթղթի կազմման պատճառը ամերիկյան հասարակության մեջ նշանաբանի կարևորության կորուստն էր։,0.0,0.2,7.74,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545985.wav
Գինին կատարում էր ջրի դեր․ ցանկացած ուտեստի լրացնող մաս էր։,"Գինին կատարում էր ջրի դեր, ցանկացած ուտեստի լրացնող մասեր։",Գինին կատարում էր ջրի դեր․ ցանկացած ուտեստի լրացնող մաս էր։,0.0,0.3,5.22,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545986.wav
"Մակերևույթը ալիքավոր, դարավանդային է՝ կազմված պալեոգենի ու նեոգենի ավազաքարակոնգլոմերատային շերտախմբերից։","Մակերևույթը ալիքավոր դարավանդային է կազմված պալեոգենի, ուննեոգենի, ավազաքարակոնկրոմերատային շերտախմբերից։","Մակերևույթը ալիքավոր, դարավանդային է՝ կազմված պալեոգենի ու նեոգենի ավազաքարակոնգլոմերատային շերտախմբերից։",0.0,0.7,9.972,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545988.wav
"Ունեցել է անգլիական, շոտլանդական, իռլանդական, ֆրանսիական և գերմանական խառը ծագում։","Ունեցել է անգլիական, շոտլանդական, երռլանդական, ֆրանսիական և գերմանական խառը ծագում։","Ունեցել է անգլիական, շոտլանդական, իռլանդական, ֆրանսիական և գերմանական խառը ծագում։",0.0,0.2,7.164,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31545990.wav
Այստեղ կա նաև ժամանակավոր ցուցադրությունների դահլիճ։,Այստեղ կա նաև ժամանակավոր ցուցադրությունների դահլիճ։,Այստեղ կա նաև ժամանակավոր ցուցադրությունների դահլիճ։,0.0,0.167,4.752,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546070.wav
Նրանք ունեին երկու աղջիկ և մեկ տղա։,Նրանք ունեին երկու աղջիկ և մեկ տղա։,Նրանք ունեին երկու աղջիկ և մեկ տղա։,0.0,0.143,4.284,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546073.wav
Սինանն ուներ հայկական եկեղեցի։,Սինանն ուներ հայկական եկեղեցի։,Սինանն ուներ հայկական եկեղեցի։,0.0,0.0,3.78,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546074.wav
Նկարի ստեղծման ճշգրիտ տարեթիվը անհայտ է։,Նկարի ստեղծման ճշգրիտ տարեթիվը անհայտ է։,Նկարի ստեղծման ճշգրիտ տարեթիվը անհայտ է։,0.0,0.0,4.572,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546076.wav
Հիմնավորել է և պաշտպանել է էպիկուրեիզմի գաղափարը։,Հիմնավորել է և պաշտպանել է էպիկուրեիզմի գաղափարը։,Հիմնավորել է և պաշտպանել է էպիկուրեիզմի գաղափարը։,0.0,0.143,5.184,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546077.wav
Անասնաբուծության մեջ են մտնում նաև գյուղատնտեսական կենդանիների աճեցումը և բազմացումը։,Անասնաբուծությանը մեջ են մտնում նաև գյուղատնտեսական կենդանիների աճեցումը և բազմացումը։,Անասնաբուծության մեջ են մտնում նաև գյուղատնտեսական կենդանիների աճեցումը և բազմացումը։,0.0,0.3,7.38,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546205.wav
Բնորոշ է հեմատեմզիսը արյուն փսխման զանգվածի մեջ և մելենան ձյութանման կղանք։,Բնորոշ է հեմատենզիսը այութ փստման զանգվածի մեջ և մելենանծ ձյութանման կղանք։,Բնորոշ է հեմատեմզիսը արյուն փսխման զանգվածի մեջ և մելենան ձյութանման կղանք։,0.0,0.455,8.172,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546206.wav
Ջրամբարի նպատակն է դադարեցնել գետի վարարումն ու ապահովել պետությունը էլեկտրականությամբ։,Ջրամբարի նպատակն է դադարեցնել գետի վարարումն ու ապահովել պետությունը էլեկքսրականությամբ։,Ջրամբարի նպատակն է դադարեցնել գետի վարարումն ու ապահովել պետությունը էլեկտրականությամբ։,0.0,0.1,7.02,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546207.wav
"Եղանակը պարզ էր, քամին՝ թոյլ, բայց մրրկալից։","Եղանակը պարզ էր, քամին թույլ, բայց մրկալից։","Եղանակը պարզ էր, քամին՝ թոյլ, բայց մրրկալից։",0.0,0.429,4.284,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546208.wav
"Հայերի մի մասը ոչնչացվել է, մի մասն էլ բռնի մուսուլմանացվել։","Հայերի մի մասը ոչնչացվել է, մի մասն էլ բռնին մուսուլմանացվել։","Հայերի մի մասը ոչնչացվել է, մի մասն էլ բռնի մուսուլմանացվել։",0.0,0.1,5.58,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546209.wav
Չլսող այծիկը ինքնակամորեն փախչում է անտառ։,Չլսող այծիգը ինքնակամորեն փախչում է անտառ։,Չլսող այծիկը ինքնակամորեն փախչում է անտառ։,0.0,0.167,4.572,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546293.wav
Հանքային պարարտանյութերի ու պեստիցիդների լայնորեն տարածման հետևանքով առաջացել են բնապահպանական խնդիրներ։,Հանքային պարարտանյութերի ու էստիցիտների լայնորեն տարածման հետևանքով առաջացել են բնապահպանական խնդիրներ։,Հանքային պարարտանյութերի ու պեստիցիդների լայնորեն տարածման հետևանքով առաջացել են բնապահպանական խնդիրներ։,0.0,0.182,8.892,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546295.wav
Միայն պոչի և ականջների վրա կան կոշտ մազերի փոքր փնջեր։,Միայն պոչի և ականջների վրա կան կոշտ մազերի փոքր փնջեր։,Միայն պոչի և ականջների վրա կան կոշտ մազերի փոքր փնջեր։,0.0,0.1,5.4,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546297.wav
"Հիմնական էթնիկ կազմը բաղկացած է թուրքերից, հույներից, հայերից և գնչուներից։","Հիմնական էթնիկ կազմը բաղկացած է թուրքերից, հույներից, հայերից և գնչուներից։","Հիմնական էթնիկ կազմը բաղկացած է թուրքերից, հույներից, հայերից և գնչուներից։",0.0,0.1,6.624,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546298.wav
Ռուս գրականութեան դասականներէն մէկը։,Ռուս գրականութեան դասականներէն մէկը։,Ռուս գրականութեան դասականներէն մէկը։,0.0,0.0,3.852,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546300.wav
"Բեքին ունի երկար ոսկեգույն մազեր, որոնք սովորաբար հյուսված է։","Բեգին ունի երկար ոսկեգույն մազեր, որոնք սովորաբար հյուսված է։","Բեքին ունի երկար ոսկեգույն մազեր, որոնք սովորաբար հյուսված է։",0.0,0.111,5.58,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546406.wav
Ավանակն ուրախանում է և իր հերթին այդ ծաղկեփունջը նվիրում շնիկին։,Ավանակն ուրախանում է և իր հերթին այդ ծաղկեփունջ նվիրում շնիկին։,Ավանակն ուրախանում է և իր հերթին այդ ծաղկեփունջը նվիրում շնիկին։,0.0,0.2,5.4,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546407.wav
Նաև եղել է հեղափոխական։,Նաև եղել է հեղափոխական։,Նաև եղել է հեղափոխական։,0.0,0.25,3.42,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546408.wav
"Վաճառականը, բավարարված շահույթով, թողնում է լողափը ավերված և ամայացած, հեռանում։","Վաճառականը բավարարված շահույթով, թողնում է լողափը ավերված և ամայացած հեռանում։","Վաճառականը, բավարարված շահույթով, թողնում է լողափը ավերված և ամայացած, հեռանում։",0.0,0.3,6.12,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546410.wav
Հեղինակ է հինգ մենագրության և տասնյակ հոդվածների։,Հեղինակ է հինգ մենագրության և տասնյակ հոդվածների։,Հեղինակ է հինգ մենագրության և տասնյակ հոդվածների։,0.0,0.143,4.212,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31546411.wav
"Տոսախն ունի համաչափ կարծրություն, դիմացկուն է կոտրվածքների և ճեղքվածքերի նկատմամբ։","Տոսաղխն ունի համաչափ կարցրություն, դիմացկունե կոտրվածքների և ճեղքվածքների նկատմամբ։","Տոսախն ունի համաչափ կարծրություն, դիմացկուն է կոտրվածքների և ճեղքվածքերի նկատմամբ։",0.0,0.6,7.56,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108224.wav
Ինձ գրավում են տղամարդիկ ու նաև կանայք։,Ինձ գրավում են տղամարդիկ ու նաև կանայք։,Ինձ գրավում են տղամարդիկ ու նաև կանայք։,0.0,0.143,4.5,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108225.wav
Նրան հարկավոր է գեղեցկություն։,Նրան հարկավոր է գեղեցկություն։,Նրան հարկավոր է գեղեցկություն։,0.0,0.0,3.276,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108227.wav
Կլիման տարածքում հասարակածային է։,Կլիման տարածքում հասարակածային է։,Կլիման տարածքում հասարակածային է։,0.0,0.0,3.42,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108229.wav
"Տիրապետում հայերեն, անգլերեն և ռուսերեն լեզուներին։","Տիրապետում հայերեն, անգլերեն և ռուսերեն լեզուներին։","Տիրապետում հայերեն, անգլերեն և ռուսերեն լեզուներին։",0.0,0.167,4.932,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108230.wav
Կիսահաղորդչային էլեկտրոնիկայի զարգացման հետ տրիոդները շատ բնագավառներում փոխարինվում են կիսահաղորդչային սարքերով։,Կիսահաղորդչային էլեկտրոնիկայի զարգացման հետ տրիոդները շատ բնագավառներում փոխարինվում են կիսահաղորդչային սարքերով։,Կիսահաղորդչային էլեկտրոնիկայի զարգացման հետ տրիոդները շատ բնագավառներում փոխարինվում են կիսահաղորդչային սարքերով։,0.0,0.0,8.748,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108246.wav
Նրա աշխատանքների շարքում հանդիպում են նաև նկարներ ու ջրաներկով աշխատանքներ։,Նրա աշխատանքների շարքում հանդիպում են նաև նկարներ ու ջրաներկով աշխատանքներ։,Նրա աշխատանքների շարքում հանդիպում են նաև նկարներ ու ջրաներկով աշխատանքներ։,0.0,0.1,6.444,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108247.wav
Այն օգտագործվել է լեռան հարթ գագաթին պատնեշի համար նյութեր տեղափոխելու համար։,Այն օգտագործվել է լեռան հարթ գագաթին պատնեշի համար նյութեր տեղափոխելու համար։,Այն օգտագործվել է լեռան հարթ գագաթին պատնեշի համար նյութեր տեղափոխելու համար։,0.0,0.0,6.84,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108248.wav
Ավագ մոլլան հաճախ ընթերցում է մարգարեությունը հանգավորված քառյակներով։,Ավագ մոռլան հաճախ ընթերցում է մարգարեությունը հանգավորված քառյակներով։,Ավագ մոլլան հաճախ ընթերցում է մարգարեությունը հանգավորված քառյակներով։,0.0,0.125,6.552,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108249.wav
Ջորջան սկսել է դաշնամուրի հաճախել ութ տարեկանից՝ հոր առաջարկությամբ։,Ջորջան սկսել է դաշնամուրի հաճախել ութ տարեկանից՝ հոր աջակցությամբ։,Ջորջան սկսել է դաշնամուրի հաճախել ութ տարեկանից՝ հոր առաջարկությամբ։,0.0,0.111,6.444,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108250.wav
Նույն տարում անընդհատ հիվանդանոցից հիվանդանոց է տեղափոխվում։,Նույն տարում անընդհատ հիվանդանոցից հիվանդանոց է տեղափոխվում։,Նույն տարում անընդհատ հիվանդանոցից հիվանդանոց է տեղափոխվում։,0.0,0.0,5.112,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108276.wav
"Նրանք կարող են լինել ոչ թէ սինրապտորիդներ, այլ մեգալոզավրիդներ։","Նրանք կարող են լինել ոչ թեսի րապտորիդներ, այդ մեգալո զավրիդներ։","Նրանք կարող են լինել ոչ թէ սինրապտորիդներ, այլ մեգալոզավրիդներ։",0.0,0.556,6.264,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108278.wav
Ղազիկյանը զարգացման նոր աստիճանի է հասցրել արևմտահայ բանաստեղծական լեզուն։,Ղազիկյանը զարգացման նոր աստիճանի է հասցրել արևմտահայ բանաստեղծական լեզուն։,Ղազիկյանը զարգացման նոր աստիճանի է հասցրել արևմտահայ բանաստեղծական լեզուն։,0.0,0.111,7.38,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108279.wav
Անասնապահական հասարակությունները կարող են աջակցել ավելի մեծ բնակչության։,Անասնապահական հասարակությունները կարող են աջակցել ավելի մեծ բնակչության։,Անասնապահական հասարակությունները կարող են աջակցել ավելի մեծ բնակչության։,0.0,0.0,6.264,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108280.wav
Պատմական իրավիճակը և բնական գործոնները հասարակության առաջ խնդիր են դնում մարտահրավեր։,Պատմական իրավիճակը և բնական գործոնները հասարակության առաջ խնդիր են դնում մարտահրավեր։,Պատմական իրավիճակը և բնական գործոնները հասարակության առաջ խնդիր են դնում մարտահրավեր։,0.0,0.091,7.776,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108296.wav
"Գործածվում է նաև որպես ուրախ բացականչություն, առանձին կոչական բառ։",Գործածվում է նաև որպես ուրախ բացականչություն՝ առանձին կոշական բառ։,"Գործածվում է նաև որպես ուրախ բացականչություն, առանձին կոչական բառ։",0.0,0.333,6.66,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108297.wav
Մարդու և կաթնասունների մակաբույծներ են։,Մարդու և կաթնասունների մակաբույծներ են։,Մարդու և կաթնասունների մակաբույծներ են։,0.0,0.2,4.428,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108298.wav
"Վասիլակը գերվում է, իսկ նրա բանակը լուրջ կորուստներ է կրում։","Վասիլակը գերվում է, իսկ նրա բանակը լուրջ կորուստներ է կրում։","Վասիլակը գերվում է, իսկ նրա բանակը լուրջ կորուստներ է կրում։",0.0,0.0,5.58,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108299.wav
"Միացված լինելով կյանքի ապահովման ապարատին, աղջիկն այդպես էլ գիտակցության չեկավ։",Միացված լինելով կյանքի ապահովման ապարատին աղջիկն այդպես էլ գիտակցության չեկավ։,"Միացված լինելով կյանքի ապահովման ապարատին, աղջիկն այդպես էլ գիտակցության չեկավ։",0.0,0.1,7.884,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108300.wav
"Ֆաբրիկային մեթոդ է համարվում միմիայն այն դեպքում, երբ կոդում կա ժառանգում։","Ֆաբրիկային մեթոդ է համարվում մի միայն այն դեպքում, երբ կոդում կա ժառանգում։","Ֆաբրիկային մեթոդ է համարվում միմիայն այն դեպքում, երբ կոդում կա ժառանգում։",0.0,0.182,6.444,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108312.wav
Մասնագիտացել է տեխնիկատնտեսական հետազոտությունների և տնտեսամաթեմատիկական մոդելավորման ոլորտում։,Մասնագիտացել է տեխնիկ տնտեսական հետազոտությունների և տնպեսամաթեմատիկական մոդելավորման ոլորտում։,Մասնագիտացել է տեխնիկատնտեսական հետազոտությունների և տնտեսամաթեմատիկական մոդելավորման ոլորտում։,0.0,0.5,7.992,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108317.wav
Երիկամի նյութն արտաքինից հարթ է և մուգ կարմիր գույնի։,Երիկամի նյութն արտաքինից հարթ է և մուգ կարմիր գույնի։,Երիկամի նյութն արտաքինից հարթ է և մուգ կարմիր գույնի։,0.0,0.111,5.112,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108319.wav
Նշանակում է հազար ցավի դեղ։,Նշանակում է հազար ցավի դեղ։,Նշանակում է հազար ցավի դեղ։,0.0,0.0,3.96,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108323.wav
Ոսկու հանքարդյունաբերությունը արգելոցի պահպանության համար նույնպես խնդրահարույց է։,Ոսկու հանքարդյունաբերությունը արգելոցի պահպանության համար նույնպես խնդրահարույց է։,Ոսկու հանքարդյունաբերությունը արգելոցի պահպանության համար նույնպես խնդրահարույց է։,0.0,0.0,6.408,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108325.wav
Տույոնը երկար ժամանակ համարվում էր աբսենտի ազդող գլխավոր բաղադրիչներից մեկը։,Տուրյոնը երկար ժամանակ համարվում էր աբսենտի ազդող գլխավոր բաղադրիչներից մեկը։,Տույոնը երկար ժամանակ համարվում էր աբսենտի ազդող գլխավոր բաղադրիչներից մեկը։,0.0,0.1,7.2,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108336.wav
Այս առանձնյակների մոտ առավել զարգացած են մկանները։,Այս առանձնյակների մոտ առավել զարգացած են մկանները։,Այս առանձնյակների մոտ առավել զարգացած են մկանները։,0.0,0.0,4.428,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108337.wav
Ուկրաինայի խոշոր քաղաքները բաժանված են քաղաքային շրջանների։,Ուկրաիննայի խոշոր քաղաքները բաժանված են քաղաքային շրջանների։,Ուկրաինայի խոշոր քաղաքները բաժանված են քաղաքային շրջանների։,0.0,0.143,5.256,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108338.wav
Մուգուրուսան թենիս սկսել է խաղալ երեք տարեկան հասակում։,Մոգուրուսան թենից սկսել է խաղալ երեք տարեկան հասակում։,Մուգուրուսան թենիս սկսել է խաղալ երեք տարեկան հասակում։,0.0,0.25,4.824,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108339.wav
Դասվում է արագ գնահատման մեթոդնների շարքին։,Դասվում է արագ գնահատման մեթոդների շարքին։,Դասվում է արագ գնահատման մեթոդնների շարքին։,0.0,0.167,4.5,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108340.wav
Հեքիաթը պատմում է անտառում ապրող աղվեսի ու գայլ մասին։,Հեքիաթը պատմում է անտառում ապրող աղվեսի ու գայլ մասին։,Հեքիաթը պատմում է անտառում ապրող աղվեսի ու գայլ մասին։,0.0,0.0,5.292,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108364.wav
Դեկտեմբերից մինչև փետրվար ձնհալը բացառվում է։,Դեկտեմբերից մինչև փետրվար ձնհալը բացառվում է։,Դեկտեմբերից մինչև փետրվար ձնհալը բացառվում է։,0.0,0.167,4.716,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108368.wav
Բայց շատ աւելի ընթացիկ է քառատող տունը՝ քառեակը։,"Բայց շատ ավելի ընթացիկ է, քառատող տունը, քառեակը։",Բայց շատ աւելի ընթացիկ է քառատող տունը՝ քառեակը։,0.0,0.375,5.148,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108371.wav
Սպասարկվում է երկու օպերատորների կողմից։,Սպասարկվում է երկու օպերատորների կողմից։,Սպասարկվում է երկու օպերատորների կողմից։,0.0,0.0,4.104,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108372.wav
"Գեղատեսիլ, անտառածածկ բնություն ունի։",Գեղատեսիլ անտառածածկ բնություն ունի։,"Գեղատեսիլ, անտառածածկ բնություն ունի։",0.0,0.25,3.996,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108401.wav
Շատ հազվադեպ հաջողվում է ինքնալիցքավորվող հրացան նախագծել՝ պահանջներին համապատասխան ճշգրտությամբ։,Շատ հազվադեպ հաջողվում է ինքնալիցքավորվող հրացան նախագծել պահանջներին համապատասխան ճշգրտությամբ։,Շատ հազվադեպ հաջողվում է ինքնալիցքավորվող հրացան նախագծել՝ պահանջներին համապատասխան ճշգրտությամբ։,0.0,0.1,8.64,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108403.wav
Այս ցեղատեսակի շների նախնիների ստուգ ծագումն անհայտ է։,Այս ցեղատեսակի շների նախնիների ստույգ ծագումն անհայտ է։,Այս ցեղատեսակի շների նախնիների ստուգ ծագումն անհայտ է։,0.0,0.125,5.58,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108405.wav
"Այնուամենայնիվ, հնարավոր է միայն ժամանակագրությունը կառուցել, լրացուցիչ աղբյուրների հիման վրա։","Այնուամենայնիվ, հնարավոր է միայն ժամանակագրությունը կառուցել լրացուցիչ աղբյուրների հիման վրա։","Այնուամենայնիվ, հնարավոր է միայն ժամանակագրությունը կառուցել, լրացուցիչ աղբյուրների հիման վրա։",0.0,0.1,7.38,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108406.wav
"Հարալդն ունեցել է վեց երեխա, որոնցից երկուսն արտամուսնական կապի միջոցով։","Հարալդն ունեցել է վեց երեխա, որոնցից երկուսն արտամուսնական կապի միջոցով։","Հարալդն ունեցել է վեց երեխա, որոնցից երկուսն արտամուսնական կապի միջոցով։",0.0,0.0,6.552,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108407.wav
Նրան է պատկանում ըստ բարձրության մթնոլորտի խտության փոփոխության հաշվման բանաձևը։,Նրան է պատկանում ըստ բարձրության մթնոլորտի խտության փոփոխության հաշվման բանաձևը։,Նրան է պատկանում ըստ բարձրության մթնոլորտի խտության փոփոխության հաշվման բանաձևը։,0.0,0.1,6.444,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108438.wav
